GISJOIN,YEAR,STATE,STATEA,COUNTY,COUNTYA,PRETRACTA,TRACTA,POSTTRCTA,AREANAME,white,nonwhite
G3600050000100,1940,New York,36,Bronx,005,,0001,00,STCTY-36005 HEALTH AREA-    0001.00  IN NEW YORK NY,8593,360
G3600050000200,1940,New York,36,Bronx,005,,0002,00,STCTY-36005 HEALTH AREA-    0002.00  IN NEW YORK NY,13445,70
G3600050000310,1940,New York,36,Bronx,005,,0003,10,STCTY-36005 HEALTH AREA-    0003.10  IN NEW YORK NY,18772,61
G3600050000320,1940,New York,36,Bronx,005,,0003,20,STCTY-36005 HEALTH AREA-    0003.20  IN NEW YORK NY,23439,144
G3600050000410,1940,New York,36,Bronx,005,,0004,10,STCTY-36005 HEALTH AREA-    0004.10  IN NEW YORK NY,32691,138
G3600050000420,1940,New York,36,Bronx,005,,0004,20,STCTY-36005 HEALTH AREA-    0004.20  IN NEW YORK NY,29197,113
G3600050000510,1940,New York,36,Bronx,005,,0005,10,STCTY-36005 HEALTH AREA-    0005.10  IN NEW YORK NY,16817,66
G3600050000520,1940,New York,36,Bronx,005,,0005,20,STCTY-36005 HEALTH AREA-    0005.20  IN NEW YORK NY,21832,146
G3600050000610,1940,New York,36,Bronx,005,,0006,10,STCTY-36005 HEALTH AREA-    0006.10  IN NEW YORK NY,22999,770
G3600050000620,1940,New York,36,Bronx,005,,0006,20,STCTY-36005 HEALTH AREA-    0006.20  IN NEW YORK NY,18099,736
G3600050000710,1940,New York,36,Bronx,005,,0007,10,STCTY-36005 HEALTH AREA-    0007.10  IN NEW YORK NY,3788,23
G3600050000720,1940,New York,36,Bronx,005,,0007,20,STCTY-36005 HEALTH AREA-    0007.20  IN NEW YORK NY,4566,297
G3600050000810,1940,New York,36,Bronx,005,,0008,10,STCTY-36005 HEALTH AREA-    0008.10  IN NEW YORK NY,27795,122
G3600050000820,1940,New York,36,Bronx,005,,0008,20,STCTY-36005 HEALTH AREA-    0008.20  IN NEW YORK NY,11974,37
G3600050000900,1940,New York,36,Bronx,005,,0009,00,STCTY-36005 HEALTH AREA-    0009.00  IN NEW YORK NY,36047,78
G3600050001000,1940,New York,36,Bronx,005,,0010,00,STCTY-36005 HEALTH AREA-    0010.00  IN NEW YORK NY,27396,86
G3600050001100,1940,New York,36,Bronx,005,,0011,00,STCTY-36005 HEALTH AREA-    0011.00  IN NEW YORK NY,25834,40
G3600050001210,1940,New York,36,Bronx,005,,0012,10,STCTY-36005 HEALTH AREA-    0012.10  IN NEW YORK NY,23544,82
G3600050001220,1940,New York,36,Bronx,005,,0012,20,STCTY-36005 HEALTH AREA-    0012.20  IN NEW YORK NY,20922,200
G3600050001310,1940,New York,36,Bronx,005,,0013,10,STCTY-36005 HEALTH AREA-    0013.10  IN NEW YORK NY,17403,8
G3600050001320,1940,New York,36,Bronx,005,,0013,20,STCTY-36005 HEALTH AREA-    0013.20  IN NEW YORK NY,11974,64
G3600050001410,1940,New York,36,Bronx,005,,0014,10,STCTY-36005 HEALTH AREA-    0014.10  IN NEW YORK NY,3898,1
G3600050001420,1940,New York,36,Bronx,005,,0014,20,STCTY-36005 HEALTH AREA-    0014.20  IN NEW YORK NY,22541,20
G3600050001510,1940,New York,36,Bronx,005,,0015,10,STCTY-36005 HEALTH AREA-    0015.10  IN NEW YORK NY,18089,102
G3600050001520,1940,New York,36,Bronx,005,,0015,20,STCTY-36005 HEALTH AREA-    0015.20  IN NEW YORK NY,23521,31
G3600050001600,1940,New York,36,Bronx,005,,0016,00,STCTY-36005 HEALTH AREA-    0016.00  IN NEW YORK NY,33527,97
G3600050001700,1940,New York,36,Bronx,005,,0017,00,STCTY-36005 HEALTH AREA-    0017.00  IN NEW YORK NY,23196,54
G3600050001800,1940,New York,36,Bronx,005,,0018,00,STCTY-36005 HEALTH AREA-    0018.00  IN NEW YORK NY,18935,181
G3600050001900,1940,New York,36,Bronx,005,,0019,00,STCTY-36005 HEALTH AREA-    0019.00  IN NEW YORK NY,29638,112
G3600050002000,1940,New York,36,Bronx,005,,0020,00,STCTY-36005 HEALTH AREA-    0020.00  IN NEW YORK NY,31717,253
G3600050002110,1940,New York,36,Bronx,005,,0021,10,STCTY-36005 HEALTH AREA-    0021.10  IN NEW YORK NY,22683,31
G3600050002120,1940,New York,36,Bronx,005,,0021,20,STCTY-36005 HEALTH AREA-    0021.20  IN NEW YORK NY,18451,455
G3600050002210,1940,New York,36,Bronx,005,,0022,10,STCTY-36005 HEALTH AREA-    0022.10  IN NEW YORK NY,30388,128
G3600050002220,1940,New York,36,Bronx,005,,0022,20,STCTY-36005 HEALTH AREA-    0022.20  IN NEW YORK NY,34785,101
G3600050002310,1940,New York,36,Bronx,005,,0023,10,STCTY-36005 HEALTH AREA-    0023.10  IN NEW YORK NY,28807,114
G3600050002320,1940,New York,36,Bronx,005,,0023,20,STCTY-36005 HEALTH AREA-    0023.20  IN NEW YORK NY,19289,104
G3600050002400,1940,New York,36,Bronx,005,,0024,00,STCTY-36005 HEALTH AREA-    0024.00  IN NEW YORK NY,19524,1558
G3600050002500,1940,New York,36,Bronx,005,,0025,00,STCTY-36005 HEALTH AREA-    0025.00  IN NEW YORK NY,33731,259
G3600050002600,1940,New York,36,Bronx,005,,0026,00,STCTY-36005 HEALTH AREA-    0026.00  IN NEW YORK NY,23098,1110
G3600050002700,1940,New York,36,Bronx,005,,0027,00,STCTY-36005 HEALTH AREA-    0027.00  IN NEW YORK NY,25498,1703
G3600050002800,1940,New York,36,Bronx,005,,0028,00,STCTY-36005 HEALTH AREA-    0028.00  IN NEW YORK NY,16464,2792
G3600050002900,1940,New York,36,Bronx,005,,0029,00,STCTY-36005 HEALTH AREA-    0029.00  IN NEW YORK NY,29875,122
G3600050003010,1940,New York,36,Bronx,005,,0030,10,STCTY-36005 HEALTH AREA-    0030.10  IN NEW YORK NY,23089,61
G3600050003020,1940,New York,36,Bronx,005,,0030,20,STCTY-36005 HEALTH AREA-    0030.20  IN NEW YORK NY,26044,29
G3600050003030,1940,New York,36,Bronx,005,,0030,30,STCTY-36005 HEALTH AREA-    0030.30  IN NEW YORK NY,9137,14
G3600050003100,1940,New York,36,Bronx,005,,0031,00,STCTY-36005 HEALTH AREA-    0031.00  IN NEW YORK NY,16317,15
G3600050003210,1940,New York,36,Bronx,005,,0032,10,STCTY-36005 HEALTH AREA-    0032.10  IN NEW YORK NY,13714,21
G3600050003220,1940,New York,36,Bronx,005,,0032,20,STCTY-36005 HEALTH AREA-    0032.20  IN NEW YORK NY,8712,6
G3600050003310,1940,New York,36,Bronx,005,,0033,10,STCTY-36005 HEALTH AREA-    0033.10  IN NEW YORK NY,23573,92
G3600050003320,1940,New York,36,Bronx,005,,0033,20,STCTY-36005 HEALTH AREA-    0033.20  IN NEW YORK NY,35666,512
G3600050003400,1940,New York,36,Bronx,005,,0034,00,STCTY-36005 HEALTH AREA-    0034.00  IN NEW YORK NY,16686,602
G3600050003500,1940,New York,36,Bronx,005,,0035,00,STCTY-36005 HEALTH AREA-    0035.00  IN NEW YORK NY,24463,2464
G3600050003600,1940,New York,36,Bronx,005,,0036,00,STCTY-36005 HEALTH AREA-    0036.00  IN NEW YORK NY,21143,1299
G3600050003700,1940,New York,36,Bronx,005,,0037,00,STCTY-36005 HEALTH AREA-    0037.00  IN NEW YORK NY,22173,1787
G3600050003800,1940,New York,36,Bronx,005,,0038,00,STCTY-36005 HEALTH AREA-    0038.00  IN NEW YORK NY,17266,1098
G3600050003900,1940,New York,36,Bronx,005,,0039,00,STCTY-36005 HEALTH AREA-    0039.00  IN NEW YORK NY,19034,239
G3600050004000,1940,New York,36,Bronx,005,,0040,00,STCTY-36005 HEALTH AREA-    0040.00  IN NEW YORK NY,24005,380
G3600050004100,1940,New York,36,Bronx,005,,0041,00,STCTY-36005 HEALTH AREA-    0041.00  IN NEW YORK NY,22401,531
G3600050004200,1940,New York,36,Bronx,005,,0042,00,STCTY-36005 HEALTH AREA-    0042.00  IN NEW YORK NY,23251,307
G3600050004300,1940,New York,36,Bronx,005,,0043,00,STCTY-36005 HEALTH AREA-    0043.00  IN NEW YORK NY,14951,166
G3600050004400,1940,New York,36,Bronx,005,,0044,00,STCTY-36005 HEALTH AREA-    0044.00  IN NEW YORK NY,23754,335
G3600050004500,1940,New York,36,Bronx,005,,0045,00,STCTY-36005 HEALTH AREA-    0045.00  IN NEW YORK NY,19683,54
G3600050004600,1940,New York,36,Bronx,005,,0046,00,STCTY-36005 HEALTH AREA-    0046.00  IN NEW YORK NY,16685,88
G3600050004700,1940,New York,36,Bronx,005,,0047,00,STCTY-36005 HEALTH AREA-    0047.00  IN NEW YORK NY,21737,316
G3600050004800,1940,New York,36,Bronx,005,,0048,00,STCTY-36005 HEALTH AREA-    0048.00  IN NEW YORK NY,2053,1007
G36002900001,1940,New York,36,Erie,029,,0001,,STCTY-36029 TRACT-    0001     IN BUFFALO NY,2839,2
G36002900002,1940,New York,36,Erie,029,,0002,,STCTY-36029 TRACT-    0002     IN BUFFALO NY,7048,0
G36002900003,1940,New York,36,Erie,029,,0003,,STCTY-36029 TRACT-    0003     IN BUFFALO NY,2011,28
G36002900004,1940,New York,36,Erie,029,,0004,,STCTY-36029 TRACT-    0004     IN BUFFALO NY,3101,1
G36002900005,1940,New York,36,Erie,029,,0005,,STCTY-36029 TRACT-    0005     IN BUFFALO NY,6929,1
G36002900006,1940,New York,36,Erie,029,,0006,,STCTY-36029 TRACT-    0006     IN BUFFALO NY,5803,0
G36002900007,1940,New York,36,Erie,029,,0007,,STCTY-36029 TRACT-    0007     IN BUFFALO NY,3527,0
G36002900008,1940,New York,36,Erie,029,,0008,,STCTY-36029 TRACT-    0008     IN BUFFALO NY,7763,0
G36002900009,1940,New York,36,Erie,029,,0009,,STCTY-36029 TRACT-    0009     IN BUFFALO NY,3258,1
G36002900010,1940,New York,36,Erie,029,,0010,,STCTY-36029 TRACT-    0010     IN BUFFALO NY,8554,1
G36002900011,1940,New York,36,Erie,029,,0011,,STCTY-36029 TRACT-    0011     IN BUFFALO NY,4646,0
G36002900012,1940,New York,36,Erie,029,,0012,,STCTY-36029 TRACT-    0012     IN BUFFALO NY,10372,776
G36002900013,1940,New York,36,Erie,029,,0013,,STCTY-36029 TRACT-    0013     IN BUFFALO NY,9451,860
G36002900014,1940,New York,36,Erie,029,,0014,,STCTY-36029 TRACT-    0014     IN BUFFALO NY,3547,9077
G36002900015,1940,New York,36,Erie,029,,0015,,STCTY-36029 TRACT-    0015     IN BUFFALO NY,10233,2924
G36002900016,1940,New York,36,Erie,029,,0016,,STCTY-36029 TRACT-    0016     IN BUFFALO NY,14407,17
G36002900017,1940,New York,36,Erie,029,,0017,,STCTY-36029 TRACT-    0017     IN BUFFALO NY,6417,16
G36002900018,1940,New York,36,Erie,029,,0018,,STCTY-36029 TRACT-    0018     IN BUFFALO NY,3388,9
G36002900019,1940,New York,36,Erie,029,,0019,,STCTY-36029 TRACT-    0019     IN BUFFALO NY,5307,0
G36002900020,1940,New York,36,Erie,029,,0020,,STCTY-36029 TRACT-    0020     IN BUFFALO NY,3654,3
G36002900021,1940,New York,36,Erie,029,,0021,,STCTY-36029 TRACT-    0021     IN BUFFALO NY,1500,0
G36002900022,1940,New York,36,Erie,029,,0022,,STCTY-36029 TRACT-    0022     IN BUFFALO NY,3751,0
G36002900023,1940,New York,36,Erie,029,,0023,,STCTY-36029 TRACT-    0023     IN BUFFALO NY,6094,2
G36002900024,1940,New York,36,Erie,029,,0024,,STCTY-36029 TRACT-    0024     IN BUFFALO NY,10755,9
G36002900025,1940,New York,36,Erie,029,,0025,,STCTY-36029 TRACT-    0025     IN BUFFALO NY,14963,1825
G36002900026,1940,New York,36,Erie,029,,0026,,STCTY-36029 TRACT-    0026     IN BUFFALO NY,5278,221
G36002900027,1940,New York,36,Erie,029,,0027,,STCTY-36029 TRACT-    0027     IN BUFFALO NY,23101,7
G36002900028,1940,New York,36,Erie,029,,0028,,STCTY-36029 TRACT-    0028     IN BUFFALO NY,12061,0
G36002900029,1940,New York,36,Erie,029,,0029,,STCTY-36029 TRACT-    0029     IN BUFFALO NY,8723,4
G36002900030,1940,New York,36,Erie,029,,0030,,STCTY-36029 TRACT-    0030     IN BUFFALO NY,4657,1
G36002900031,1940,New York,36,Erie,029,,0031,,STCTY-36029 TRACT-    0031     IN BUFFALO NY,15458,34
G36002900032,1940,New York,36,Erie,029,,0032,,STCTY-36029 TRACT-    0032     IN BUFFALO NY,16157,1449
G36002900033,1940,New York,36,Erie,029,,0033,,STCTY-36029 TRACT-    0033     IN BUFFALO NY,16980,74
G36002900034,1940,New York,36,Erie,029,,0034,,STCTY-36029 TRACT-    0034     IN BUFFALO NY,8095,11
G36002900035,1940,New York,36,Erie,029,,0035,,STCTY-36029 TRACT-    0035     IN BUFFALO NY,11124,9
G36002900036,1940,New York,36,Erie,029,,0036,,STCTY-36029 TRACT-    0036     IN BUFFALO NY,8241,5
G36002900037,1940,New York,36,Erie,029,,0037,,STCTY-36029 TRACT-    0037     IN BUFFALO NY,7760,9
G36002900038,1940,New York,36,Erie,029,,0038,,STCTY-36029 TRACT-    0038     IN BUFFALO NY,4527,4
G36002900039,1940,New York,36,Erie,029,,0039,,STCTY-36029 TRACT-    0039     IN BUFFALO NY,7918,84
G36002900040,1940,New York,36,Erie,029,,0040,,STCTY-36029 TRACT-    0040     IN BUFFALO NY,8985,12
G36002900041,1940,New York,36,Erie,029,,0041,,STCTY-36029 TRACT-    0041     IN BUFFALO NY,7575,1
G36002900042,1940,New York,36,Erie,029,,0042,,STCTY-36029 TRACT-    0042     IN BUFFALO NY,6471,1
G36002900043,1940,New York,36,Erie,029,,0043,,STCTY-36029 TRACT-    0043     IN BUFFALO NY,8156,0
G36002900044,1940,New York,36,Erie,029,,0044,,STCTY-36029 TRACT-    0044     IN BUFFALO NY,7180,0
G36002900045,1940,New York,36,Erie,029,,0045,,STCTY-36029 TRACT-    0045     IN BUFFALO NY,5818,17
G36002900046,1940,New York,36,Erie,029,,0046,,STCTY-36029 TRACT-    0046     IN BUFFALO NY,3802,2
G36002900047,1940,New York,36,Erie,029,,0047,,STCTY-36029 TRACT-    0047     IN BUFFALO NY,7911,3
G36002900048,1940,New York,36,Erie,029,,0048,,STCTY-36029 TRACT-    0048     IN BUFFALO NY,5680,16
G36002900049,1940,New York,36,Erie,029,,0049,,STCTY-36029 TRACT-    0049     IN BUFFALO NY,9915,13
G36002900050,1940,New York,36,Erie,029,,0050,,STCTY-36029 TRACT-    0050     IN BUFFALO NY,3297,3
G36002900051,1940,New York,36,Erie,029,,0051,,STCTY-36029 TRACT-    0051     IN BUFFALO NY,4674,6
G36002900052,1940,New York,36,Erie,029,,0052,,STCTY-36029 TRACT-    0052     IN BUFFALO NY,8590,18
G36002900053,1940,New York,36,Erie,029,,0053,,STCTY-36029 TRACT-    0053     IN BUFFALO NY,1139,3
G36002900054,1940,New York,36,Erie,029,,0054,,STCTY-36029 TRACT-    0054     IN BUFFALO NY,4641,26
G36002900055,1940,New York,36,Erie,029,,0055,,STCTY-36029 TRACT-    0055     IN BUFFALO NY,9610,4
G36002900056,1940,New York,36,Erie,029,,0056,,STCTY-36029 TRACT-    0056     IN BUFFALO NY,4993,0
G36002900057,1940,New York,36,Erie,029,,0057,,STCTY-36029 TRACT-    0057     IN BUFFALO NY,4166,0
G36002900058,1940,New York,36,Erie,029,,0058,,STCTY-36029 TRACT-    0058     IN BUFFALO NY,12267,0
G36002900059,1940,New York,36,Erie,029,,0059,,STCTY-36029 TRACT-    0059     IN BUFFALO NY,6809,0
G36002900060,1940,New York,36,Erie,029,,0060,,STCTY-36029 TRACT-    0060     IN BUFFALO NY,10014,47
G36002900061,1940,New York,36,Erie,029,,0061,,STCTY-36029 TRACT-    0061     IN BUFFALO NY,10059,21
G36002900062,1940,New York,36,Erie,029,,0062,,STCTY-36029 TRACT-    0062     IN BUFFALO NY,3612,80
G36002900063,1940,New York,36,Erie,029,,0063,,STCTY-36029 TRACT-    0063     IN BUFFALO NY,9801,64
G36002900064,1940,New York,36,Erie,029,,0064,,STCTY-36029 TRACT-    0064     IN BUFFALO NY,1079,2
G36002900065,1940,New York,36,Erie,029,,0065,,STCTY-36029 TRACT-    0065     IN BUFFALO NY,8679,24
G36002900066,1940,New York,36,Erie,029,,0066,,STCTY-36029 TRACT-    0066     IN BUFFALO NY,6124,33
G36002900067,1940,New York,36,Erie,029,,0067,,STCTY-36029 TRACT-    0067     IN BUFFALO NY,9281,55
G36002900068,1940,New York,36,Erie,029,,0068,,STCTY-36029 TRACT-    0068     IN BUFFALO NY,8940,67
G36002900069,1940,New York,36,Erie,029,,0069,,STCTY-36029 TRACT-    0069     IN BUFFALO NY,16503,59
G36002900070,1940,New York,36,Erie,029,,0070,,STCTY-36029 TRACT-    0070     IN BUFFALO NY,8338,53
G36002900071,1940,New York,36,Erie,029,,0071,,STCTY-36029 TRACT-    0071     IN BUFFALO NY,20624,144
G36002900072,1940,New York,36,Erie,029,,0072,,STCTY-36029 TRACT-    0072     IN BUFFALO NY,3487,45
G3600470000100,1940,New York,36,Kings,047,,0001,00,STCTY-36047 HEALTH AREA-    0001.00  IN NEW YORK NY,18763,27
G3600470000200,1940,New York,36,Kings,047,,0002,00,STCTY-36047 HEALTH AREA-    0002.00  IN NEW YORK NY,22421,11
G3600470000300,1940,New York,36,Kings,047,,0003,00,STCTY-36047 HEALTH AREA-    0003.00  IN NEW YORK NY,16631,1
G3600470000400,1940,New York,36,Kings,047,,0004,00,STCTY-36047 HEALTH AREA-    0004.00  IN NEW YORK NY,17576,149
G3600470000500,1940,New York,36,Kings,047,,0005,00,STCTY-36047 HEALTH AREA-    0005.00  IN NEW YORK NY,29495,502
G3600470000600,1940,New York,36,Kings,047,,0006,00,STCTY-36047 HEALTH AREA-    0006.00  IN NEW YORK NY,31641,313
G3600470000700,1940,New York,36,Kings,047,,0007,00,STCTY-36047 HEALTH AREA-    0007.00  IN NEW YORK NY,24902,59
G3600470000800,1940,New York,36,Kings,047,,0008,00,STCTY-36047 HEALTH AREA-    0008.00  IN NEW YORK NY,18581,34
G3600470000900,1940,New York,36,Kings,047,,0009,00,STCTY-36047 HEALTH AREA-    0009.00  IN NEW YORK NY,18077,28
G3600470001000,1940,New York,36,Kings,047,,0010,00,STCTY-36047 HEALTH AREA-    0010.00  IN NEW YORK NY,11987,1151
G3600470001100,1940,New York,36,Kings,047,,0011,00,STCTY-36047 HEALTH AREA-    0011.00  IN NEW YORK NY,10707,2123
G3600470001200,1940,New York,36,Kings,047,,0012,00,STCTY-36047 HEALTH AREA-    0012.00  IN NEW YORK NY,21458,1141
G3600470001300,1940,New York,36,Kings,047,,0013,00,STCTY-36047 HEALTH AREA-    0013.00  IN NEW YORK NY,14707,9235
G3600470001400,1940,New York,36,Kings,047,,0014,00,STCTY-36047 HEALTH AREA-    0014.00  IN NEW YORK NY,25326,1061
G3600470001500,1940,New York,36,Kings,047,,0015,00,STCTY-36047 HEALTH AREA-    0015.00  IN NEW YORK NY,16864,722
G3600470001600,1940,New York,36,Kings,047,,0016,00,STCTY-36047 HEALTH AREA-    0016.00  IN NEW YORK NY,13287,2079
G3600470001700,1940,New York,36,Kings,047,,0017,00,STCTY-36047 HEALTH AREA-    0017.00  IN NEW YORK NY,20541,492
G3600470001800,1940,New York,36,Kings,047,,0018,00,STCTY-36047 HEALTH AREA-    0018.00  IN NEW YORK NY,18500,1688
G3600470001900,1940,New York,36,Kings,047,,0019,00,STCTY-36047 HEALTH AREA-    0019.00  IN NEW YORK NY,20918,1335
