GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSCE,TRBL_SUBA,ANRCA,MSA_CMSAA,CMSA,MACCI,PMSAA,NECMAA,NECMACCI,URB_AREAA,UATYPE,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,MACC,UACP,white,black,native,asian,hawaiian,other,multi,white_his,black_his,native_his,asian_his,hawaiian_his,other_his,multi_his
G3600550014202,2000,NY,1,2,New York,36,Monroe,055,,,,,0,014202,014202,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,14747360,0,Census Tract 142.02,S,43142262,-77729107,,,,5961,285,9,122,6,3,74,102,16,0,1,0,36,6
G3600550014203,2000,NY,1,2,New York,36,Monroe,055,,,,,0,014203,014203,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,4147725,0,Census Tract 142.03,S,43173662,-77712624,,,,5866,494,13,266,3,8,114,89,12,0,5,0,101,18
G3600550014204,2000,NY,1,2,New York,36,Monroe,055,,,,,0,014204,014204,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,3641785,0,Census Tract 142.04,S,43159612,-77722527,,,,2218,281,2,65,1,0,23,53,7,0,1,0,25,3
G3600550014301,2000,NY,1,2,New York,36,Monroe,055,,,,,0,014301,014301,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,2771158,61760,Census Tract 143.01,S,43172829,-77688992,,,,2572,150,3,59,0,4,32,67,2,0,0,0,47,7
G3600550014302,2000,NY,1,2,New York,36,Monroe,055,,,,,0,014302,014302,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,5135592,43276,Census Tract 143.02,S,43155512,-77692098,,,,4633,269,8,96,2,7,42,73,2,2,0,0,54,18
G3600550014400,2000,NY,1,2,New York,36,Monroe,055,,,,,0,014400,014400,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,8836903,59030,Census Tract 144,S,43134730,-77684475,,,,4244,344,10,70,0,0,48,52,6,2,6,0,33,9
G3600550014501,2000,NY,1,2,New York,36,Monroe,055,,,,,0,014501,014501,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,6353161,0,Census Tract 145.01,S,43115580,-77760608,,,,4286,163,1,54,1,2,30,36,3,0,2,0,22,2
G3600550014503,2000,NY,1,2,New York,36,Monroe,055,,,,,0,014503,014503,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,3451175,0,Census Tract 145.03,S,43118312,-77732450,,,,3180,148,7,18,0,0,53,32,7,8,0,0,21,1
G3600550014504,2000,NY,1,2,New York,36,Monroe,055,,,,,0,014504,014504,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,6782173,0,Census Tract 145.04,S,43115913,-77713751,,,,5210,620,11,62,0,7,50,58,2,0,0,0,20,2
G3600550014505,2000,NY,1,2,New York,36,Monroe,055,,,,,0,014505,014505,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,5727618,0,Census Tract 145.05,S,43121576,-77797814,,,,4657,142,8,60,4,1,47,57,10,0,0,0,27,8
G3600550014600,2000,NY,1,2,New York,36,Monroe,055,,,,,0,014600,014600,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,77135830,382114,Census Tract 146,S,43087524,-77749857,,,,7370,468,23,114,1,7,135,78,11,0,0,0,22,12
G3600550014700,2000,NY,1,2,New York,36,Monroe,055,,,,,0,014700,014700,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,79311463,199417,Census Tract 147,S,43009313,-77815835,,,,4729,200,20,41,0,6,41,59,7,0,1,3,36,6
G3600550014802,2000,NY,1,2,New York,36,Monroe,055,,,,,0,014802,014802,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,66737101,0,Census Tract 148.02,S,43237198,-77810673,,,,5542,48,5,28,4,4,32,30,0,3,0,0,14,3
G3600550014803,2000,NY,1,2,New York,36,Monroe,055,,,,,0,014803,014803,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,27093672,2527022,Census Tract 148.03,S,43318061,-77785071,,,,2505,37,7,12,0,0,13,17,1,0,0,0,6,0
G3600550014804,2000,NY,1,2,New York,36,Monroe,055,,,,,0,014804,014804,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,14844934,0,Census Tract 148.04,S,43289873,-77792444,,,,6225,97,8,37,0,4,48,70,8,3,0,0,8,3
G3600550014901,2000,NY,1,2,New York,36,Monroe,055,,,,,0,014901,014901,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,9535942,206414,Census Tract 149.01,S,43187629,-77804259,,,,4848,32,12,33,1,1,36,62,0,2,2,0,17,7
G3600550014903,2000,NY,1,2,New York,36,Monroe,055,,,,,0,014903,014903,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,53464417,310471,Census Tract 149.03,S,43181116,-77859492,,,,4713,41,3,29,0,8,41,47,0,0,0,0,4,4
G3600550014904,2000,NY,1,2,New York,36,Monroe,055,,,,,0,014904,014904,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,31662893,115065,Census Tract 149.04,S,43147114,-77778733,,,,8102,174,22,72,4,2,65,78,3,0,0,0,21,6
G3600550015000,2000,NY,1,2,New York,36,Monroe,055,,,,,0,015000,015000,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,91089319,330975,Census Tract 150,S,43092812,-77879736,,,,5250,38,6,40,2,0,51,38,1,2,0,0,5,4
G3600550015101,2000,NY,1,2,New York,36,Monroe,055,,,,,0,015101,015101,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,52703106,1216868,Census Tract 151.01,S,43321760,-77883205,,,,4765,78,13,16,1,7,27,49,1,0,0,0,28,8
G3600550015102,2000,NY,1,2,New York,36,Monroe,055,,,,,0,015102,015102,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,59731115,1635511,Census Tract 151.02,S,43326017,-77939581,,,,4211,23,17,14,0,2,31,29,0,3,0,0,27,5
G3600550015200,2000,NY,1,2,New York,36,Monroe,055,,,,,0,015200,015200,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,86043063,13323,Census Tract 152,S,43246588,-77933522,,,,5628,118,13,39,3,9,97,75,5,2,0,0,76,7
G3600550015301,2000,NY,1,2,New York,36,Monroe,055,,,,,0,015301,015301,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,2872590,31005,Census Tract 153.01,S,43211936,-77960720,,,,2235,160,1,25,0,1,17,28,7,3,0,0,23,6
G3600550015302,2000,NY,1,2,New York,36,Monroe,055,,,,,0,015302,015302,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,8155810,145222,Census Tract 153.02,S,43211628,-77936785,,,,7182,305,17,94,7,6,109,140,5,2,0,1,71,23
G3600550015400,2000,NY,1,2,New York,36,Monroe,055,,,,,0,015400,015400,,,,,,,,,,,6840,99,N,9999,9999,9,,,,,,,,75854487,236465,Census Tract 154,S,43184411,-77924431,,,,3077,33,5,23,0,0,24,37,0,0,0,0,45,4
G3600570070200,2000,NY,1,2,New York,36,Montgomery,057,,,,,0,070200,070200,,,,,,,,,,,0160,99,N,9999,9999,9,,,,,,,,4298231,452705,Census Tract 702,S,42934294,-74200263,,,,2001,40,1,19,0,0,19,202,14,0,0,0,139,33
G3600570070300,2000,NY,1,2,New York,36,Montgomery,057,,,,,0,070300,070300,,,,,,,,,,,0160,99,N,9999,9999,9,,,,,,,,738227,0,Census Tract 703,S,42944087,-74192823,,,,1545,57,6,13,0,2,35,310,24,5,0,0,145,40
G3600570070400,2000,NY,1,2,New York,36,Montgomery,057,,,,,0,070400,070400,,,,,,,,,,,0160,99,N,9999,9999,9,,,,,,,,1263630,190285,Census Tract 704,S,42950603,-74207967,,,,1895,38,0,34,0,0,19,155,5,1,0,0,61,14
G3600570070500,2000,NY,1,2,New York,36,Montgomery,057,,,,,0,070500,070500,,,,,,,,,,,0160,99,N,9999,9999,9,,,,,,,,2391308,0,Census Tract 705,S,42953361,-74193661,,,,2495,25,8,21,3,2,16,109,11,11,0,0,64,24
G3600570070600,2000,NY,1,2,New York,36,Montgomery,057,,,,,0,070600,070600,,,,,,,,,,,0160,99,N,9999,9999,9,,,,,,,,1114280,35286,Census Tract 706,S,42944344,-74183166,,,,1615,23,5,10,1,4,17,180,5,0,0,0,111,19
G3600570070700,2000,NY,1,2,New York,36,Montgomery,057,,,,,0,070700,070700,,,,,,,,,,,0160,99,N,9999,9999,9,,,,,,,,1901259,17249,Census Tract 707,S,42951941,-74173988,,,,2278,34,1,10,0,0,25,155,13,1,0,0,28,21
G3600570070800,2000,NY,1,2,New York,36,Montgomery,057,,,,,0,070800,070800,,,,,,,,,,,0160,99,N,9999,9999,9,,,,,,,,2346015,0,Census Tract 708,S,42937671,-74173115,,,,2178,43,5,15,0,1,18,206,9,4,1,0,108,21
G3600570070900,2000,NY,1,2,New York,36,Montgomery,057,,,,,0,070900,070900,,,,,,,,,,,0160,99,N,9999,9999,9,,,,,,,,1349265,181261,Census Tract 709,S,42934684,-74185791,,,,790,34,2,7,0,0,4,408,24,0,1,0,215,44
G3600570072100,2000,NY,1,2,New York,36,Montgomery,057,,,,,0,072100,072100,,,,,,,,,,,0160,99,N,9999,9999,9,,,,,,,,76870816,1686338,Census Tract 721,S,42955790,-74185660,,,,5595,35,5,14,0,5,31,95,5,1,0,0,16,18
G3600570072200,2000,NY,1,2,New York,36,Montgomery,057,,,,,0,072200,072200,,,,,,,,,,,0160,99,N,9999,9999,9,,,,,,,,89933564,1771389,Census Tract 722,S,42955461,-74373153,,,,3758,16,12,27,1,1,28,43,0,0,0,0,8,8
G3600570072300,2000,NY,1,2,New York,36,Montgomery,057,,,,,0,072300,072300,,,,,,,,,,,0160,99,N,9999,9999,9,,,,,,,,106723621,1341957,Census Tract 723,S,42949975,-74562685,,,,2990,19,8,16,0,0,22,13,0,0,0,0,2,0
G3600570072400,2000,NY,1,2,New York,36,Montgomery,057,,,,,0,072400,072400,,,,,,,,,,,0160,99,N,9999,9999,9,,,,,,,,43603638,1402624,Census Tract 724,S,43004838,-74678526,,,,2500,1,10,4,1,0,14,31,1,0,0,0,3,0
G3600570072500,2000,NY,1,2,New York,36,Montgomery,057,,,,,0,072500,072500,,,,,,,,,,,0160,99,N,9999,9999,9,,,,,,,,132198446,1077933,Census Tract 725,S,42930967,-74673789,,,,4104,3,5,18,0,0,16,38,1,3,0,0,12,2
G3600570072600,2000,NY,1,2,New York,36,Montgomery,057,,,,,0,072600,072600,,,,,,,,,,,0160,99,N,9999,9999,9,,,,,,,,111126654,512065,Census Tract 726,S,42876296,-74597068,,,,3668,24,14,19,0,0,29,16,0,1,0,0,12,14
G3600570072700,2000,NY,1,2,New York,36,Montgomery,057,,,,,0,072700,072700,,,,,,,,,,,0160,99,N,9999,9999,9,,,,,,,,231832258,2058872,Census Tract 727,S,42878556,-74414323,,,,3784,48,7,27,0,4,34,58,3,3,0,0,3,3
G3600570072800,2000,NY,1,2,New York,36,Montgomery,057,,,,,0,072800,072800,,,,,,,,,,,0160,99,N,9999,9999,9,,,,,,,,240775725,3540051,Census Tract 728,S,42868140,-74263605,,,,3888,17,4,7,0,1,27,57,0,1,0,0,5,16
G3600590300100,2000,NY,1,2,New York,36,Nassau,059,,,,,0,300100,300100,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,8655118,1653787,Census Tract 3001,S,40815655,-73737725,,,,4593,43,3,180,0,6,152,60,1,1,0,0,27,10
G3600590300300,2000,NY,1,2,New York,36,Nassau,059,,,,,0,300300,300300,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,1647512,0,Census Tract 3003,S,40803701,-73742143,,,,3290,200,0,219,3,20,122,224,3,0,1,0,219,50
G3600590300400,2000,NY,1,2,New York,36,Nassau,059,,,,,0,300400,300400,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,1868306,48987,Census Tract 3004,S,40801928,-73725280,,,,4356,55,0,251,0,15,134,270,11,10,0,1,59,27
G3600590300500,2000,NY,1,2,New York,36,Nassau,059,,,,,0,300500,300500,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,3201705,295931,Census Tract 3005,S,40788621,-73741631,,,,4786,54,0,242,0,10,82,153,8,0,0,0,25,21
G3600590300600,2000,NY,1,2,New York,36,Nassau,059,,,,,0,300600,300600,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,2797938,0,Census Tract 3006,S,40790709,-73720704,,,,5319,48,1,636,4,2,92,220,5,1,8,3,97,9
G3600590300700,2000,NY,1,2,New York,36,Nassau,059,,,,,0,300700,300700,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,736216,0,Census Tract 3007,S,40787068,-73725775,,,,4901,82,1,154,2,11,75,233,4,2,0,0,102,19
G3600590300800,2000,NY,1,2,New York,36,Nassau,059,,,,,0,300800,300800,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,1493819,0,Census Tract 3008,S,40774039,-73726662,,,,3132,96,1,550,0,5,40,206,3,4,0,0,77,24
G3600590300900,2000,NY,1,2,New York,36,Nassau,059,,,,,0,300900,300900,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,12092276,93670,Census Tract 3009,S,40779341,-73687288,,,,5642,163,0,1105,1,7,85,68,9,0,0,0,6,12
G3600590301000,2000,NY,1,2,New York,36,Nassau,059,,,,,0,301000,301000,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,15271947,3087629,Census Tract 3010,S,40849838,-73698959,,,,4216,51,0,378,0,20,32,137,8,0,1,0,27,10
G3600590301101,2000,NY,1,2,New York,36,Nassau,059,,,,,0,301101,301101,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,1217029,424125,Census Tract 3011.01,S,40842013,-73713783,,,,3903,73,7,820,0,14,124,799,7,9,1,0,303,78
G3600590301102,2000,NY,1,2,New York,36,Nassau,059,,,,,0,301102,301102,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,1818459,54701,Census Tract 3011.02,S,40846797,-73700405,,,,3388,30,5,373,0,2,37,132,3,0,0,0,34,26
G3600590301200,2000,NY,1,2,New York,36,Nassau,059,,,,,0,301200,301200,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,2278803,0,Census Tract 3012,S,40825681,-73695793,,,,4907,75,1,297,1,7,67,299,14,1,3,0,167,20
G3600590301300,2000,NY,1,2,New York,36,Nassau,059,,,,,0,301300,301300,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,1728579,0,Census Tract 3013,S,40831555,-73687347,,,,3065,326,5,289,2,19,74,784,18,7,0,0,292,84
G3600590301400,2000,NY,1,2,New York,36,Nassau,059,,,,,0,301400,301400,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,2495226,732529,Census Tract 3014,S,40816756,-73673975,,,,1756,5,0,132,0,0,17,46,0,0,0,0,14,3
G3600590301500,2000,NY,1,2,New York,36,Nassau,059,,,,,0,301500,301500,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,3069888,253358,Census Tract 3015,S,40808060,-73701745,,,,2820,9,2,151,1,2,20,66,0,0,1,0,7,2
G3600590301600,2000,NY,1,2,New York,36,Nassau,059,,,,,0,301600,301600,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,4182038,0,Census Tract 3016,S,40805952,-73674728,,,,3726,46,0,465,0,6,84,135,1,1,0,0,38,6
G3600590301700,2000,NY,1,2,New York,36,Nassau,059,,,,,0,301700,301700,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,1343650,0,Census Tract 3017,S,40799716,-73681523,,,,2417,8,0,149,0,0,15,40,1,0,0,0,2,0
G3600590301800,2000,NY,1,2,New York,36,Nassau,059,,,,,0,301800,301800,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,4646591,22776,Census Tract 3018,S,40792617,-73703843,,,,3415,980,4,379,0,11,79,281,15,4,2,0,126,48
G3600590301900,2000,NY,1,2,New York,36,Nassau,059,,,,,0,301900,301900,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,1531087,0,Census Tract 3019,S,40793544,-73681027,,,,2660,14,0,195,0,2,24,118,1,0,1,0,0,3
G3600590302000,2000,NY,1,2,New York,36,Nassau,059,,,,,0,302000,302000,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,5466107,792264,Census Tract 3020,S,40800182,-73654035,,,,3966,72,1,245,0,0,62,113,1,1,4,0,72,17
G3600590302101,2000,NY,1,2,New York,36,Nassau,059,,,,,0,302101,302101,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,3731076,0,Census Tract 3021.01,S,40806148,-73627342,,,,4338,296,8,399,0,18,68,112,30,1,2,3,164,24
G3600590302102,2000,NY,1,2,New York,36,Nassau,059,,,,,0,302102,302102,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,2607432,0,Census Tract 3021.02,S,40789000,-73628905,,,,3107,12,0,143,1,7,31,31,0,0,0,0,5,3
G3600590302200,2000,NY,1,2,New York,36,Nassau,059,,,,,0,302200,302200,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,1658037,0,Census Tract 3022,S,40786398,-73648052,,,,2472,372,6,402,0,9,93,194,20,1,3,0,104,41
G3600590302300,2000,NY,1,2,New York,36,Nassau,059,,,,,0,302300,302300,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,2382420,0,Census Tract 3023,S,40772485,-73658336,,,,3431,49,5,1297,0,2,122,97,1,0,5,0,33,8
G3600590302400,2000,NY,1,2,New York,36,Nassau,059,,,,,0,302400,302400,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,1711632,0,Census Tract 3024,S,40770670,-73648718,,,,4051,8,0,754,0,5,80,204,4,1,1,0,61,15
G3600590302501,2000,NY,1,2,New York,36,Nassau,059,,,,,0,302501,302501,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,2202151,0,Census Tract 3025.01,S,40773618,-73635892,,,,2273,13,0,225,0,7,17,36,1,0,0,0,6,0
G3600590302502,2000,NY,1,2,New York,36,Nassau,059,,,,,0,302502,302502,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,14364484,0,Census Tract 3025.02,S,40779067,-73603404,,,,2180,561,1,445,0,9,78,102,31,0,0,0,142,12
G3600590302600,2000,NY,1,2,New York,36,Nassau,059,,,,,0,302600,302600,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,396692,0,Census Tract 3026,S,40731686,-73701343,,,,1922,12,3,228,0,4,22,99,1,0,0,0,7,2
G3600590302700,2000,NY,1,2,New York,36,Nassau,059,,,,,0,302700,302700,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,970962,0,Census Tract 3027,S,40740380,-73696983,,,,3017,17,11,875,0,10,34,117,1,0,0,0,49,8
G3600590302800,2000,NY,1,2,New York,36,Nassau,059,,,,,0,302800,302800,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,2203916,0,Census Tract 3028,S,40745225,-73689951,,,,4787,16,5,827,3,7,43,201,4,0,5,0,40,18
G3600590302900,2000,NY,1,2,New York,36,Nassau,059,,,,,0,302900,302900,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,1949363,0,Census Tract 3029,S,40747062,-73678434,,,,3671,10,4,450,0,10,38,187,0,1,0,0,61,15
G3600590303000,2000,NY,1,2,New York,36,Nassau,059,,,,,0,303000,303000,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,1222324,0,Census Tract 3030,S,40734987,-73685042,,,,4122,34,4,854,1,3,44,315,1,1,1,1,156,11
G3600590303101,2000,NY,1,2,New York,36,Nassau,059,,,,,0,303101,303101,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,1535518,0,Census Tract 3031.01,S,40759230,-73679861,,,,2480,11,1,985,0,12,51,97,2,0,5,0,12,5
G3600590303102,2000,NY,1,2,New York,36,Nassau,059,,,,,0,303102,303102,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,1449233,0,Census Tract 3031.02,S,40756451,-73662226,,,,2855,12,1,989,4,5,40,110,0,3,5,0,33,19
G3600590303201,2000,NY,1,2,New York,36,Nassau,059,,,,,0,303201,303201,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,1386097,0,Census Tract 3032.01,S,40745472,-73661394,,,,2225,253,5,916,2,13,72,154,3,4,6,0,19,27
G3600590303202,2000,NY,1,2,New York,36,Nassau,059,,,,,0,303202,303202,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,1135354,0,Census Tract 3032.02,S,40738678,-73665584,,,,2682,55,10,625,0,17,68,242,7,2,1,0,112,34
G3600590303301,2000,NY,1,2,New York,36,Nassau,059,,,,,0,303301,303301,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,679583,0,Census Tract 3033.01,S,40758589,-73649739,,,,2713,11,1,400,0,0,9,105,2,0,1,0,27,11
G3600590303302,2000,NY,1,2,New York,36,Nassau,059,,,,,0,303302,303302,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,946546,0,Census Tract 3033.02,S,40758040,-73644197,,,,3646,13,0,105,0,9,41,87,3,3,1,0,62,11
G3600590303400,2000,NY,1,2,New York,36,Nassau,059,,,,,0,303400,303400,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,1457613,0,Census Tract 3034,S,40759688,-73633225,,,,2334,9,1,84,2,4,10,50,0,0,0,0,2,7
G3600590303500,2000,NY,1,2,New York,36,Nassau,059,,,,,0,303500,303500,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,1330909,0,Census Tract 3035,S,40746537,-73649965,,,,4510,10,2,256,0,4,100,295,0,6,1,0,100,94
G3600590303600,2000,NY,1,2,New York,36,Nassau,059,,,,,0,303600,303600,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,1691217,0,Census Tract 3036,S,40745203,-73640217,,,,4896,79,8,317,7,19,131,667,17,17,7,0,450,209
G3600590303700,2000,NY,1,2,New York,36,Nassau,059,,,,,0,303700,303700,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,1794040,0,Census Tract 3037,S,40749585,-73626986,,,,5813,90,12,282,0,26,150,428,3,11,0,1,156,45
G3600590303800,2000,NY,1,2,New York,36,Nassau,059,,,,,0,303800,303800,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,2438512,0,Census Tract 3038,S,40750600,-73610472,,,,4427,89,1,286,1,4,31,289,10,0,0,0,73,36
G3600590303900,2000,NY,1,2,New York,36,Nassau,059,,,,,0,303900,303900,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,2386930,0,Census Tract 3039,S,40765785,-73588907,,,,1494,1738,3,228,2,18,95,131,48,1,0,3,104,38
G3600590304001,2000,NY,1,2,New York,36,Nassau,059,,,,,0,304001,304001,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,749010,0,Census Tract 3040.01,S,40752083,-73597505,,,,2225,33,0,92,0,3,27,147,7,0,0,4,43,6
G3600590304002,2000,NY,1,2,New York,36,Nassau,059,,,,,0,304002,304002,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,1269882,0,Census Tract 3040.02,S,40756484,-73591939,,,,2796,90,1,116,4,9,85,502,17,8,0,0,137,36
G3600590304100,2000,NY,1,2,New York,36,Nassau,059,,,,,0,304100,304100,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,1776141,0,Census Tract 3041,S,40761499,-73578860,,,,843,1246,13,237,1,12,163,651,51,8,0,1,522,224
G3600590304201,2000,NY,1,2,New York,36,Nassau,059,,,,,0,304201,304201,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,1745256,0,Census Tract 3042.01,S,40760693,-73566739,,,,207,5297,33,72,0,6,245,2270,188,22,0,5,1193,367
G3600590304202,2000,NY,1,2,New York,36,Nassau,059,,,,,0,304202,304202,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,2050883,0,Census Tract 3042.02,S,40757292,-73565295,,,,987,785,3,110,0,3,83,743,22,2,6,1,472,176
G3600590404300,2000,NY,1,2,New York,36,Nassau,059,,,,,0,404300,404300,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,500384,0,Census Tract 4043,S,40722638,-73720533,,,,2203,127,4,415,1,35,65,284,11,8,1,1,140,35
G3600590404400,2000,NY,1,2,New York,36,Nassau,059,,,,,0,404400,404400,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,1114831,0,Census Tract 4044,S,40721463,-73710956,,,,4611,20,0,83,4,4,14,173,2,0,0,0,40,23
G3600590404500,2000,NY,1,2,New York,36,Nassau,059,,,,,0,404500,404500,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,1049216,0,Census Tract 4045,S,40725818,-73697843,,,,3707,10,1,165,0,11,40,226,12,1,3,0,57,29
G3600590404600,2000,NY,1,2,New York,36,Nassau,059,,,,,0,404600,404600,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,993298,0,Census Tract 4046,S,40717870,-73698455,,,,4050,17,3,141,1,12,23,150,0,1,0,0,29,4
G3600590404700,2000,NY,1,2,New York,36,Nassau,059,,,,,0,404700,404700,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,1520724,0,Census Tract 4047,S,40726178,-73684893,,,,4953,52,2,451,0,29,64,212,1,0,7,0,87,39
G3600590404800,2000,NY,1,2,New York,36,Nassau,059,,,,,0,404800,404800,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,3014167,7272,Census Tract 4048,S,40711970,-73699027,,,,2186,1896,9,192,1,22,185,441,78,9,1,0,315,56
G3600590404901,2000,NY,1,2,New York,36,Nassau,059,,,,,0,404901,404901,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,1080186,0,Census Tract 4049.01,S,40701302,-73720625,,,,1275,3457,24,680,1,49,183,382,149,1,0,0,181,52
G3600590404902,2000,NY,1,2,New York,36,Nassau,059,,,,,0,404902,404902,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,636180,0,Census Tract 4049.02,S,40704296,-73714906,,,,1060,1578,10,466,0,60,123,304,45,3,3,0,337,67
G3600590405000,2000,NY,1,2,New York,36,Nassau,059,,,,,0,405000,405000,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,1744842,0,Census Tract 4050,S,40703502,-73702325,,,,2333,1040,26,495,10,62,185,405,56,9,2,0,260,96
G3600590405100,2000,NY,1,2,New York,36,Nassau,059,,,,,0,405100,405100,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,1699025,0,Census Tract 4051,S,40690602,-73701408,,,,2563,3136,28,792,1,77,333,327,83,2,4,8,323,71
G3600590405200,2000,NY,1,2,New York,36,Nassau,059,,,,,0,405200,405200,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,904481,0,Census Tract 4052,S,40698668,-73692215,,,,3471,708,14,392,5,55,166,481,35,11,1,1,215,72
G3600590405301,2000,NY,1,2,New York,36,Nassau,059,,,,,0,405301,405301,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,974492,0,Census Tract 4053.01,S,40711902,-73680474,,,,3078,30,1,209,0,3,35,176,3,0,1,0,69,26
G3600590405302,2000,NY,1,2,New York,36,Nassau,059,,,,,0,405302,405302,,,,,,,,,,,5602,70,N,5380,9999,9,,,,,,,,1047086,0,Census Tract 4053.02,S,40713097,-73672076,,,,3883,18,4,120,1,10,32,184,2,1,0,0,96,25
