GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,CTY_SUBA,COUSUBCC,PLACEA,PLACECC,PLACEDC,TRACTA,TRBL_CTA,BLCK_GRPA,TRBL_BGA,C_CITYA,AIANHHA,RES_ONLYA,TRUSTA,AIANHHCC,AITSCE,TRBL_SUBA,ANRCA,MSA_CMSAA,CMSA,MACCI,PMSAA,NECMAA,NECMACCI,URB_AREAA,UATYPE,CD106A,CD108A,CD109A,ZIP3A,ZCTAA,AREALAND,AREAWATR,NAME,FUNCSTAT,INTPTLAT,INTPLON,LSADC,MACC,UACP,white,black,native,asian,hawaiian,other,multi,white_his,black_his,native_his,asian_his,hawaiian_his,other_his,multi_his
G3600470041700,2000,NY,1,2,New York,36,Kings,047,,,,,0,041700,041700,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,142387,0,Census Tract 417,S,40692466,-73917621,,,,51,987,19,19,0,2,48,591,129,15,0,20,1166,150
G3600470041800,2000,NY,1,2,New York,36,Kings,047,,,,,0,041800,041800,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,163351,0,Census Tract 418,S,40605440,-73964872,,,,2017,3,1,139,0,28,97,113,0,1,2,2,120,4
G3600470041900,2000,NY,1,2,New York,36,Kings,047,,,,,0,041900,041900,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,147619,0,Census Tract 419,S,40696150,-73919790,,,,56,853,7,24,0,11,26,584,150,17,5,0,2017,158
G3600470042000,2000,NY,1,2,New York,36,Kings,047,,,,,0,042000,042000,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,169125,0,Census Tract 420,S,40608564,-73963554,,,,1917,25,1,95,0,0,4,98,7,4,0,1,97,7
G3600470042100,2000,NY,1,2,New York,36,Kings,047,,,,,0,042100,042100,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,161726,0,Census Tract 421,S,40697560,-73923145,,,,60,667,5,58,0,12,21,689,129,43,6,18,1548,225
G3600470042200,2000,NY,1,2,New York,36,Kings,047,,,,,0,042200,042200,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,229016,0,Census Tract 422,S,40607497,-73969150,,,,3030,27,0,155,0,8,78,214,12,7,1,0,113,29
G3600470042300,2000,NY,1,2,New York,36,Kings,047,,,,,0,042300,042300,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,181080,0,Census Tract 423,S,40697915,-73926245,,,,73,159,4,20,0,31,35,558,82,37,1,5,1441,188
G3600470042400,2000,NY,1,2,New York,36,Kings,047,,,,,0,042400,042400,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,161021,0,Census Tract 424,S,40607194,-73976147,,,,2238,20,7,845,0,4,77,282,6,8,0,3,164,38
G3600470042500,2000,NY,1,2,New York,36,Kings,047,,,,,0,042500,042500,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,169937,0,Census Tract 425,S,40702246,-73930497,,,,46,93,0,8,0,6,13,565,74,38,3,1,1284,129
G3600470042600,2000,NY,1,2,New York,36,Kings,047,,,,,0,042600,042600,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,170982,0,Census Tract 426,S,40605301,-73979677,,,,2300,8,3,995,0,2,150,171,0,12,6,0,142,34
G3600470042700,2000,NY,1,2,New York,36,Kings,047,,,,,0,042700,042700,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,146497,0,Census Tract 427,S,40702832,-73927455,,,,106,279,7,151,0,22,43,1738,247,68,18,2,2525,393
G3600470042800,2000,NY,1,2,New York,36,Kings,047,,,,,0,042800,042800,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,163555,0,Census Tract 428,S,40605397,-73984509,,,,2674,17,1,632,0,1,44,183,3,4,5,0,64,27
G3600470042900,2000,NY,1,2,New York,36,Kings,047,,,,,0,042900,042900,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,172749,0,Census Tract 429,S,40700352,-73922959,,,,189,217,23,209,3,65,130,1170,220,44,4,4,3087,464
G3600470043000,2000,NY,1,2,New York,36,Kings,047,,,,,0,043000,043000,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,152666,0,Census Tract 430,S,40608708,-73984161,,,,2238,14,0,695,0,6,35,175,1,0,5,0,94,28
G3600470043100,2000,NY,1,2,New York,36,Kings,047,,,,,0,043100,043100,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,162868,0,Census Tract 431,S,40698511,-73918705,,,,255,181,6,146,0,52,64,1166,236,66,8,4,2862,230
G3600470043200,2000,NY,1,2,New York,36,Kings,047,,,,,0,043200,043200,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,148126,0,Census Tract 432,S,40609071,-73981176,,,,2088,15,0,1059,0,1,65,336,2,4,5,0,235,50
G3600470043300,2000,NY,1,2,New York,36,Kings,047,,,,,0,043300,043300,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,156829,0,Census Tract 433,S,40698080,-73915665,,,,57,517,5,82,5,26,54,782,93,33,1,3,1800,210
G3600470043400,2000,NY,1,2,New York,36,Kings,047,,,,,0,043400,043400,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,139356,0,Census Tract 434,S,40610772,-73976907,,,,2290,15,2,771,0,6,91,200,0,6,1,2,121,24
G3600470043500,2000,NY,1,2,New York,36,Kings,047,,,,,0,043500,043500,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,151410,0,Census Tract 435,S,40694294,-73912394,,,,45,1051,2,68,2,61,124,462,176,15,3,1,2322,162
G3600470043600,2000,NY,1,2,New York,36,Kings,047,,,,,0,043600,043600,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,135760,0,Census Tract 436,S,40612514,-73977082,,,,2783,17,2,738,0,9,80,238,8,0,7,0,115,23
G3600470043700,2000,NY,1,2,New York,36,Kings,047,,,,,0,043700,043700,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,154929,0,Census Tract 437,S,40693531,-73907307,,,,54,1354,8,55,2,20,89,708,213,26,3,5,2236,254
G3600470043800,2000,NY,1,2,New York,36,Kings,047,,,,,0,043800,043800,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,155344,0,Census Tract 438,S,40610053,-73971512,,,,2299,17,4,155,0,7,59,81,0,1,1,0,36,14
G3600470043900,2000,NY,1,2,New York,36,Kings,047,,,,,0,043900,043900,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,197411,0,Census Tract 439,S,40697071,-73908367,,,,69,500,10,214,0,38,104,678,112,19,1,13,1886,134
G3600470044000,2000,NY,1,2,New York,36,Kings,047,,,,,0,044000,044000,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,201299,0,Census Tract 440,S,40613621,-73971209,,,,2361,2,0,148,0,6,32,89,1,10,0,0,56,21
G3600470044100,2000,NY,1,2,New York,36,Kings,047,,,,,0,044100,044100,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,145619,0,Census Tract 441,S,40701463,-73913221,,,,449,193,20,580,4,74,100,1225,109,44,9,1,2513,309
G3600470044200,2000,NY,1,2,New York,36,Kings,047,,,,,0,044200,044200,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,181908,0,Census Tract 442,S,40613366,-73965390,,,,2451,13,0,69,4,1,35,117,4,12,0,0,26,7
G3600470044300,2000,NY,1,2,New York,36,Kings,047,,,,,0,044300,044300,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,169997,0,Census Tract 443,S,40702843,-73915696,,,,520,96,20,475,0,54,123,1343,132,69,9,4,2080,285
G3600470044400,2000,NY,1,2,New York,36,Kings,047,,,,,0,044400,044400,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,175665,0,Census Tract 444,S,40615672,-73967994,,,,2744,8,5,145,0,22,54,106,2,4,0,0,100,11
G3600470044500,2000,NY,1,2,New York,36,Kings,047,,,,,0,044500,044500,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,156161,0,Census Tract 445,S,40704669,-73918668,,,,297,151,45,655,0,136,160,1040,110,27,7,3,1708,237
G3600470044600,2000,NY,1,2,New York,36,Kings,047,,,,,0,044600,044600,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,141866,0,Census Tract 446,S,40614424,-73975705,,,,1171,12,0,467,0,0,24,80,0,0,0,0,57,8
G3600470044700,2000,NY,1,2,New York,36,Kings,047,,,,,0,044700,044700,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,157615,0,Census Tract 447,S,40707019,-73922052,,,,138,78,9,34,0,23,40,597,87,12,7,0,784,74
G3600470044800,2000,NY,1,2,New York,36,Kings,047,,,,,0,044800,044800,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,207750,0,Census Tract 448,S,40617471,-73972894,,,,1209,5,0,109,0,8,35,27,0,3,1,0,46,9
G3600470045000,2000,NY,1,2,New York,36,Kings,047,,,,,0,045000,045000,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,236705,0,Census Tract 450,S,40622759,-73972787,,,,1227,16,0,22,0,11,33,25,0,0,0,0,10,3
G3600470045200,2000,NY,1,2,New York,36,Kings,047,,,,,0,045200,045200,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,179460,0,Census Tract 452,S,40620589,-73967789,,,,2667,11,0,43,0,2,53,31,2,0,0,0,2,6
G3600470045300,2000,NY,1,2,New York,36,Kings,047,,,,,0,045300,045300,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,319408,0,Census Tract 453,S,40706031,-73929018,,,,100,57,5,24,0,5,22,537,40,34,3,1,712,76
G3600470045400,2000,NY,1,2,New York,36,Kings,047,,,,,0,045400,045400,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,141242,0,Census Tract 454,S,40618590,-73964439,,,,1737,12,1,249,0,1,20,45,0,0,0,0,42,3
G3600470045500,2000,NY,1,2,New York,36,Kings,047,,,,,0,045500,045500,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,1896915,147184,Census Tract 455,S,40717350,-73929330,,,,26,2,0,0,0,0,0,10,0,0,0,0,17,0
G3600470045600,2000,NY,1,2,New York,36,Kings,047,,,,,0,045600,045600,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,158738,0,Census Tract 456,S,40627526,-73967145,,,,2007,18,0,136,2,0,57,43,0,0,0,0,61,6
G3600470045800,2000,NY,1,2,New York,36,Kings,047,,,,,0,045800,045800,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,179903,0,Census Tract 458,S,40625362,-73968640,,,,1438,2,0,17,0,0,15,37,2,0,0,0,2,0
G3600470046001,2000,NY,1,2,New York,36,Kings,047,,,,,0,046001,046001,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,88847,0,Census Tract 460.01,S,40630065,-73968403,,,,1748,118,3,814,0,10,164,100,11,10,0,0,68,12
G3600470046002,2000,NY,1,2,New York,36,Kings,047,,,,,0,046002,046002,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,99005,0,Census Tract 460.02,S,40632474,-73963975,,,,344,105,0,65,0,11,20,47,6,0,0,0,10,2
G3600470046201,2000,NY,1,2,New York,36,Kings,047,,,,,0,046201,046201,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,126168,0,Census Tract 462.01,S,40626480,-73973730,,,,1770,48,1,290,0,21,128,104,5,2,1,0,56,21
G3600470046202,2000,NY,1,2,New York,36,Kings,047,,,,,0,046202,046202,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,171525,0,Census Tract 462.02,S,40624701,-73974319,,,,1241,6,2,98,0,1,41,37,4,4,0,0,50,6
G3600470046400,2000,NY,1,2,New York,36,Kings,047,,,,,0,046400,046400,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,166702,0,Census Tract 464,S,40624643,-73978840,,,,2227,2,0,99,6,12,64,56,0,1,4,0,59,7
G3600470046500,2000,NY,1,2,New York,36,Kings,047,,,,,0,046500,046500,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,130253,0,Census Tract 465,S,40716135,-73938594,,,,52,1110,0,14,0,0,30,307,58,5,4,0,688,73
G3600470046800,2000,NY,1,2,New York,36,Kings,047,,,,,0,046800,046800,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,299282,0,Census Tract 468,S,40622419,-73981124,,,,885,1,0,32,0,0,9,46,1,0,0,0,2,6
G3600470047000,2000,NY,1,2,New York,36,Kings,047,,,,,0,047000,047000,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,182296,0,Census Tract 470,S,40625719,-73986470,,,,2828,2,2,29,3,4,90,53,0,0,0,0,8,1
G3600470047200,2000,NY,1,2,New York,36,Kings,047,,,,,0,047200,047200,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,171399,0,Census Tract 472,S,40626783,-73983929,,,,2802,15,6,6,2,43,35,29,0,2,2,0,17,10
G3600470047300,2000,NY,1,2,New York,36,Kings,047,,,,,0,047300,047300,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,138469,0,Census Tract 473,S,40720831,-73938665,,,,383,26,0,18,0,3,12,138,8,2,0,0,92,22
G3600470047400,2000,NY,1,2,New York,36,Kings,047,,,,,0,047400,047400,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,175336,0,Census Tract 474,S,40628258,-73981916,,,,2849,2,1,8,0,57,34,17,0,0,0,0,12,3
G3600470047600,2000,NY,1,2,New York,36,Kings,047,,,,,0,047600,047600,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,207185,0,Census Tract 476,S,40630075,-73980332,,,,3522,6,1,103,0,33,52,47,4,0,1,0,15,10
G3600470047700,2000,NY,1,2,New York,36,Kings,047,,,,,0,047700,047700,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,222867,0,Census Tract 477,S,40719338,-73942686,,,,1467,43,0,77,2,6,77,246,25,9,2,0,285,37
G3600470047800,2000,NY,1,2,New York,36,Kings,047,,,,,0,047800,047800,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,222275,0,Census Tract 478,S,40633180,-73978575,,,,3203,40,6,386,10,56,148,578,29,9,3,2,347,99
G3600470048000,2000,NY,1,2,New York,36,Kings,047,,,,,0,048000,048000,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,160626,0,Census Tract 480,S,40630107,-73973110,,,,2222,66,5,485,1,66,88,238,13,25,4,0,179,50
G3600470048100,2000,NY,1,2,New York,36,Kings,047,,,,,0,048100,048100,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,153318,0,Census Tract 481,S,40713297,-73937536,,,,1033,35,3,134,1,8,63,621,42,20,5,0,714,93
G3600470048200,2000,NY,1,2,New York,36,Kings,047,,,,,0,048200,048200,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,189610,0,Census Tract 482,S,40632359,-73969990,,,,2793,462,4,1160,10,49,244,256,29,17,4,2,222,58
G3600470048300,2000,NY,1,2,New York,36,Kings,047,,,,,0,048300,048300,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,418332,0,Census Tract 483,S,40709480,-73935548,,,,135,49,1,25,0,6,22,174,38,19,4,0,428,51
G3600470048400,2000,NY,1,2,New York,36,Kings,047,,,,,0,048400,048400,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,205230,0,Census Tract 484,S,40634587,-73972862,,,,3371,310,8,338,1,49,262,496,35,18,2,0,289,65
G3600470048600,2000,NY,1,2,New York,36,Kings,047,,,,,0,048600,048600,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,175743,0,Census Tract 486,S,40638977,-73977897,,,,800,163,14,1113,5,51,335,471,48,26,7,0,501,42
G3600470048700,2000,NY,1,2,New York,36,Kings,047,,,,,0,048700,048700,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,173003,0,Census Tract 487,S,40703688,-73936028,,,,76,53,0,23,0,1,5,195,14,1,0,0,233,60
G3600470048800,2000,NY,1,2,New York,36,Kings,047,,,,,0,048800,048800,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,149121,0,Census Tract 488,S,40641553,-73976321,,,,2306,363,5,716,1,67,229,288,33,15,3,0,305,62
G3600470048900,2000,NY,1,2,New York,36,Kings,047,,,,,0,048900,048900,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,98830,0,Census Tract 489,S,40702342,-73938723,,,,27,1734,11,4,3,10,44,888,212,24,7,3,913,140
G3600470049000,2000,NY,1,2,New York,36,Kings,047,,,,,0,049000,049000,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,191118,0,Census Tract 490,S,40637075,-73972551,,,,3534,834,25,438,1,139,358,280,72,34,11,0,363,64
G3600470049100,2000,NY,1,2,New York,36,Kings,047,,,,,0,049100,049100,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,207202,0,Census Tract 491,S,40703043,-73943025,,,,342,1266,7,1236,2,24,109,1078,156,20,4,9,980,220
G3600470049200,2000,NY,1,2,New York,36,Kings,047,,,,,0,049200,049200,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,172304,0,Census Tract 492,S,40640104,-73970274,,,,1157,841,8,502,0,96,270,177,43,7,1,0,208,36
G3600470049300,2000,NY,1,2,New York,36,Kings,047,,,,,0,049300,049300,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,231605,0,Census Tract 493,S,40707633,-73940312,,,,320,1130,15,59,0,20,110,1796,205,66,2,2,3569,387
G3600470049400,2000,NY,1,2,New York,36,Kings,047,,,,,0,049400,049400,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,182779,0,Census Tract 494,S,40641864,-73973523,,,,2898,924,15,628,2,73,359,242,67,2,1,0,335,50
G3600470049500,2000,NY,1,2,New York,36,Kings,047,,,,,0,049500,049500,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,133861,0,Census Tract 495,S,40711798,-73942684,,,,1067,49,1,217,0,10,45,449,39,20,5,0,728,97
G3600470049600,2000,NY,1,2,New York,36,Kings,047,,,,,0,049600,049600,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,196063,0,Census Tract 496,S,40643559,-73979884,,,,1837,72,1,1383,1,34,211,401,16,20,0,0,491,93
G3600470049700,2000,NY,1,2,New York,36,Kings,047,,,,,0,049700,049700,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,168239,0,Census Tract 497,S,40716195,-73943400,,,,1799,9,2,121,1,1,63,99,6,0,0,0,112,15
G3600470049800,2000,NY,1,2,New York,36,Kings,047,,,,,0,049800,049800,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,206382,0,Census Tract 498,S,40645232,-73982601,,,,1924,90,4,1267,0,26,225,205,23,2,1,4,251,47
G3600470049900,2000,NY,1,2,New York,36,Kings,047,,,,,0,049900,049900,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,143207,0,Census Tract 499,S,40721121,-73945857,,,,1387,1,0,25,0,3,62,96,6,2,0,0,64,3
G3600470050000,2000,NY,1,2,New York,36,Kings,047,,,,,0,050000,050000,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,200768,0,Census Tract 500,S,40647888,-73977538,,,,2206,370,0,332,6,15,192,239,15,11,1,0,238,55
G3600470050100,2000,NY,1,2,New York,36,Kings,047,,,,,0,050100,050100,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,174525,0,Census Tract 501,S,40715725,-73948432,,,,1905,12,5,88,0,3,70,234,11,7,3,0,265,43
G3600470050201,2000,NY,1,2,New York,36,Kings,047,,,,,0,050201,050201,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,151196,0,Census Tract 502.01,S,40652875,-73978397,,,,1276,34,7,73,0,2,46,95,3,0,0,2,97,14
G3600470050202,2000,NY,1,2,New York,36,Kings,047,,,,,0,050202,050202,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,146003,0,Census Tract 502.02,S,40653459,-73974314,,,,1583,140,1,101,1,5,39,162,15,2,0,0,70,31
G3600470050300,2000,NY,1,2,New York,36,Kings,047,,,,,0,050300,050300,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,128439,0,Census Tract 503,S,40712131,-73947834,,,,1390,22,6,142,0,7,69,478,29,10,0,0,530,52
G3600470050400,2000,NY,1,2,New York,36,Kings,047,,,,,0,050400,050400,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,239005,0,Census Tract 504,S,40648526,-73973615,,,,2112,705,18,389,2,90,230,276,62,4,0,0,482,93
G3600470050500,2000,NY,1,2,New York,36,Kings,047,,,,,0,050500,050500,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,172634,0,Census Tract 505,S,40708031,-73943838,,,,421,633,9,307,2,14,56,954,166,31,2,23,1324,269
G3600470050600,2000,NY,1,2,New York,36,Kings,047,,,,,0,050600,050600,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,173906,0,Census Tract 506,S,40648872,-73966052,,,,310,3346,14,171,0,45,240,473,351,22,2,0,986,227
G3600470050700,2000,NY,1,2,New York,36,Kings,047,,,,,0,050700,050700,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,176501,0,Census Tract 507,S,40701013,-73946529,,,,34,47,2,7,0,0,3,219,37,21,0,0,320,38
G3600470050800,2000,NY,1,2,New York,36,Kings,047,,,,,0,050800,050800,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,233236,0,Census Tract 508,S,40652109,-73961516,,,,258,9732,35,477,7,48,409,725,756,47,8,1,1145,236
G3600470050900,2000,NY,1,2,New York,36,Kings,047,,,,,0,050900,050900,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,148029,0,Census Tract 509,S,40703127,-73950058,,,,877,4,2,4,0,247,30,219,16,3,0,0,378,58
G3600470051000,2000,NY,1,2,New York,36,Kings,047,,,,,0,051000,051000,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,180896,0,Census Tract 510,S,40646373,-73959407,,,,123,7121,12,134,1,61,293,286,450,7,11,7,608,159
G3600470051100,2000,NY,1,2,New York,36,Kings,047,,,,,0,051100,051100,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,159840,0,Census Tract 511,S,40707725,-73947152,,,,380,417,2,634,0,4,50,846,120,16,0,0,1023,238
G3600470051200,2000,NY,1,2,New York,36,Kings,047,,,,,0,051200,051200,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,143358,0,Census Tract 512,S,40645519,-73962459,,,,231,4625,10,199,0,18,294,428,378,28,0,0,567,93
G3600470051300,2000,NY,1,2,New York,36,Kings,047,,,,,0,051300,051300,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,265419,0,Census Tract 513,S,40710836,-73952355,,,,1060,144,16,94,0,18,72,828,138,17,0,0,1756,219
G3600470051400,2000,NY,1,2,New York,36,Kings,047,,,,,0,051400,051400,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,184984,0,Census Tract 514,S,40643334,-73961125,,,,397,4544,25,328,0,36,350,648,298,14,1,6,907,138
G3600470051500,2000,NY,1,2,New York,36,Kings,047,,,,,0,051500,051500,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,184751,0,Census Tract 515,S,40718366,-73950858,,,,522,7,3,30,0,4,29,113,24,1,0,0,132,12
G3600470051600,2000,NY,1,2,New York,36,Kings,047,,,,,0,051600,051600,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,196537,0,Census Tract 516,S,40639269,-73956212,,,,196,7806,17,129,2,18,290,280,474,8,0,3,442,90
G3600470051700,2000,NY,1,2,New York,36,Kings,047,,,,,0,051700,051700,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,190346,0,Census Tract 517,S,40719144,-73954585,,,,1086,18,0,35,0,7,65,107,8,7,0,4,138,39
G3600470051800,2000,NY,1,2,New York,36,Kings,047,,,,,0,051800,051800,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,207774,0,Census Tract 518,S,40637577,-73960112,,,,620,2046,9,344,3,14,102,174,90,4,5,0,235,32
G3600470051900,2000,NY,1,2,New York,36,Kings,047,,,,,0,051900,051900,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,273235,0,Census Tract 519,S,40715377,-73954405,,,,1826,43,10,132,0,32,134,253,29,4,4,0,518,58
G3600470052000,2000,NY,1,2,New York,36,Kings,047,,,,,0,052000,052000,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,199192,0,Census Tract 520,S,40637682,-73963993,,,,847,1283,11,986,0,55,344,293,44,26,9,0,449,52
G3600470052200,2000,NY,1,2,New York,36,Kings,047,,,,,0,052200,052200,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,173087,0,Census Tract 522,S,40645171,-73965323,,,,486,320,0,63,0,8,48,26,31,0,1,0,28,10
G3600470052300,2000,NY,1,2,New York,36,Kings,047,,,,,0,052300,052300,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,142078,0,Census Tract 523,S,40711306,-73958217,,,,458,138,4,64,2,16,58,1143,136,58,10,3,3267,372
G3600470052400,2000,NY,1,2,New York,36,Kings,047,,,,,0,052400,052400,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,208501,0,Census Tract 524,S,40643989,-73969136,,,,762,601,13,408,1,28,192,136,56,12,0,0,145,32
G3600470052500,2000,NY,1,2,New York,36,Kings,047,,,,,0,052500,052500,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,127987,0,Census Tract 525,S,40708485,-73959940,,,,1828,153,7,56,1,100,52,470,50,20,1,0,723,76
G3600470052600,2000,NY,1,2,New York,36,Kings,047,,,,,0,052600,052600,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,164882,0,Census Tract 526,S,40636497,-73966595,,,,1573,1149,4,586,7,64,339,291,83,18,14,0,350,37
G3600470052700,2000,NY,1,2,New York,36,Kings,047,,,,,0,052700,052700,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,194431,0,Census Tract 527,S,40708077,-73953709,,,,333,146,11,111,0,24,113,1871,342,84,33,10,3550,649
G3600470052800,2000,NY,1,2,New York,36,Kings,047,,,,,0,052800,052800,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,164907,0,Census Tract 528,S,40630900,-73962520,,,,1105,193,9,413,0,39,214,48,23,4,0,0,38,19
G3600470052900,2000,NY,1,2,New York,36,Kings,047,,,,,0,052900,052900,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,177311,0,Census Tract 529,S,40706044,-73955407,,,,3288,16,2,39,1,189,239,231,9,5,2,0,220,54
G3600470053000,2000,NY,1,2,New York,36,Kings,047,,,,,0,053000,053000,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,167791,0,Census Tract 530,S,40627864,-73963307,,,,2124,182,5,780,1,17,135,135,11,2,2,0,149,21
G3600470053100,2000,NY,1,2,New York,36,Kings,047,,,,,0,053100,053100,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,161788,0,Census Tract 531,S,40700799,-73952895,,,,1780,18,4,12,0,125,125,224,10,0,0,0,233,51
G3600470053200,2000,NY,1,2,New York,36,Kings,047,,,,,0,053200,053200,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,173579,0,Census Tract 532,S,40626286,-73960797,,,,1681,177,8,667,0,11,51,70,3,1,3,0,77,8
G3600470053300,2000,NY,1,2,New York,36,Kings,047,,,,,0,053300,053300,,,,,,,,,,,5602,70,N,5600,9999,9,,,,,,,,192591,0,Census Tract 533,S,40704291,-73956684,,,,6658,20,0,5,0,494,120,147,14,0,0,0,87,15
